@RELATION adaboost_evaluation

@ATTRIBUTE predictive_accuracy NUMERIC
@ATTRIBUTE classifier__algorithm {SAMME, SAMME.R}
@ATTRIBUTE classifier__base_estimator__max_depth NUMERIC
@ATTRIBUTE classifier__learning_rate NUMERIC
@ATTRIBUTE classifier__n_estimators NUMERIC
@ATTRIBUTE imputation__strategy {median, mean, most_frequent}
@ATTRIBUTE task_id NUMERIC

@DATA
0.9946808510638298,SAMME.R,6.0,0.01624761418045206,421.0,most_frequent,3
0.940863579474343,SAMME.R,2.0,0.01426627550105472,92.0,mean,3
0.9946808510638298,SAMME.R,8.0,0.6257137438787295,157.0,mean,3
0.773153942428035,SAMME,1.0,1.7550889005575123,159.0,most_frequent,3
0.994055068836045,SAMME.R,7.0,0.010502382836581847,164.0,median,3
0.9946808510638298,SAMME.R,6.0,0.38852351429716636,236.0,mean,3
0.9746558197747184,SAMME,5.0,0.11907322022355613,65.0,median,3
0.9859198998748435,SAMME.R,4.0,1.9995437973504546,430.0,mean,3
0.9962453066332917,SAMME.R,5.0,0.02693171098728032,108.0,mean,3
0.9840425531914893,SAMME,6.0,0.04639806894069244,102.0,median,3
0.990613266583229,SAMME.R,2.0,0.0712972401946744,360.0,median,3
0.9042553191489361,SAMME,1.0,0.01743654868337208,259.0,median,3
0.9956195244055068,SAMME,10.0,1.391761262501164,278.0,most_frequent,3
0.9965581977471839,SAMME.R,10.0,1.7689738653336111,225.0,mean,3
0.9962453066332917,SAMME.R,3.0,0.18430017885994948,141.0,median,3
0.983729662077597,SAMME,4.0,0.06121736957100122,360.0,median,3
0.9956195244055068,SAMME.R,4.0,0.02022686769941366,269.0,most_frequent,3
0.9949937421777222,SAMME.R,6.0,0.5095163558472241,430.0,most_frequent,3
0.9042553191489361,SAMME,2.0,0.013491379317908907,234.0,most_frequent,3
0.9962453066332917,SAMME,7.0,0.759611618017354,485.0,most_frequent,3
0.97090112640801,SAMME,2.0,0.24830435818616517,235.0,most_frequent,3
0.9953066332916145,SAMME,8.0,0.7237234932364578,52.0,most_frequent,3
0.9956195244055068,SAMME.R,5.0,0.015423578627059922,306.0,median,3
0.9953066332916145,SAMME,7.0,0.9189803626056278,73.0,mean,3
0.9505632040050063,SAMME.R,1.0,0.09666730451574242,365.0,median,3
0.9771589486858574,SAMME,3.0,0.12733567725770267,424.0,median,3
0.9646433041301627,SAMME,2.0,0.11065123821312875,351.0,mean,3
0.9953066332916145,SAMME.R,9.0,0.02566772699979754,125.0,most_frequent,3
0.9405506883604505,SAMME.R,1.0,0.023621837050887096,412.0,most_frequent,3
0.9949937421777222,SAMME.R,8.0,0.012186247060698206,146.0,median,3
0.9949937421777222,SAMME.R,4.0,0.32154615263473135,346.0,median,3
0.9912390488110138,SAMME.R,10.0,0.3065415720854294,447.0,most_frequent,3
0.9953066332916145,SAMME.R,4.0,0.01126672159991973,364.0,most_frequent,3
0.9956195244055068,SAMME.R,3.0,1.8977036642834644,341.0,mean,3
0.9962453066332917,SAMME.R,3.0,0.12039490665917918,200.0,most_frequent,3
0.9561952440550688,SAMME,2.0,0.05488291260823012,229.0,median,3
0.8851689612015019,SAMME,1.0,0.014817314304114048,265.0,most_frequent,3
0.9953066332916145,SAMME,10.0,1.058027285273968,419.0,most_frequent,3
0.9931163954943679,SAMME.R,8.0,0.3005344730319844,393.0,median,3
0.9912390488110138,SAMME.R,8.0,1.9898156358694838,462.0,median,3
0.9956195244055068,SAMME.R,6.0,1.8286012354042556,490.0,median,3
0.9965581977471839,SAMME.R,2.0,0.5695330617894317,224.0,mean,3
0.9937421777221528,SAMME.R,6.0,0.148769619527559,491.0,most_frequent,3
0.9471214017521902,SAMME.R,1.0,0.19472089462831565,93.0,median,3
0.9959324155193993,SAMME.R,8.0,1.6463682946643194,377.0,median,3
0.9912390488110138,SAMME.R,8.0,0.1151639155885762,481.0,mean,3
0.994055068836045,SAMME.R,2.0,0.16920414659846977,167.0,most_frequent,3
0.9508760951188987,SAMME,4.0,0.02838962263700058,392.0,most_frequent,3
0.9934292866082604,SAMME,3.0,0.8046675690408525,461.0,median,3
0.9812265331664581,SAMME,6.0,0.01014823895955339,451.0,median,3
0.9931163954943679,SAMME,6.0,0.03970231318098634,359.0,mean,3
0.9962453066332917,SAMME,7.0,0.12597306891545162,422.0,mean,3
0.9593241551939924,SAMME,2.0,0.9796759532765315,135.0,mean,3
0.8347934918648311,SAMME,1.0,0.1442613682490248,458.0,median,3
0.9968710888610763,SAMME,4.0,0.8038381483286098,442.0,median,3
0.9946808510638298,SAMME.R,5.0,0.10062888564451143,366.0,median,3
0.9953066332916145,SAMME.R,5.0,0.015508380023543883,259.0,mean,3
0.940863579474343,SAMME.R,1.0,0.024525727417146512,372.0,most_frequent,3
0.9946808510638298,SAMME.R,10.0,0.01978774710823294,165.0,most_frequent,3
0.9928035043804756,SAMME.R,7.0,0.07501415024678919,336.0,mean,3
0.9962453066332917,SAMME.R,4.0,1.7505572908937044,280.0,most_frequent,3
0.9962453066332917,SAMME,9.0,1.4337973913537079,398.0,mean,3
0.9968710888610763,SAMME.R,4.0,1.1631275215803065,104.0,mean,3
0.9549436795994994,SAMME,3.0,0.1757059616057716,65.0,most_frequent,3
0.9899874843554443,SAMME,5.0,0.08066434809364782,195.0,most_frequent,3
0.9690237797246559,SAMME,2.0,0.205597679644132,241.0,median,3
0.9658948685857321,SAMME.R,1.0,0.4286265316164854,203.0,most_frequent,3
0.9949937421777222,SAMME.R,7.0,0.01442664385780126,150.0,mean,3
0.9937421777221528,SAMME.R,5.0,0.010075559458931311,86.0,most_frequent,3
0.9915519399249061,SAMME.R,8.0,0.09963936250953404,396.0,most_frequent,3
0.8097622027534418,SAMME,1.0,0.14107150996562798,248.0,median,3
0.9962453066332917,SAMME,8.0,0.09096759976021884,197.0,mean,3
0.9671464330413017,SAMME,2.0,0.7694682203768011,168.0,median,3
0.9953066332916145,SAMME.R,6.0,0.04993012199602667,444.0,mean,3
0.9931163954943679,SAMME.R,10.0,0.026043434616256685,394.0,mean,3
0.9668335419274092,SAMME.R,1.0,0.5299304312889594,154.0,mean,3
0.9518147684605758,SAMME.R,1.0,0.08946113479522672,485.0,median,3
0.9568210262828536,SAMME,2.0,0.1446904347053415,125.0,mean,3
0.9552565707133917,SAMME,3.0,0.03402962330754561,329.0,median,3
0.9959324155193993,SAMME,7.0,0.6540585237411218,198.0,median,3
0.9937421777221528,SAMME.R,4.0,1.9163434469455352,294.0,median,3
0.9965581977471839,SAMME,9.0,0.09354847653185479,123.0,most_frequent,3
0.992177722152691,SAMME.R,10.0,0.16532723364966412,372.0,most_frequent,3
0.989674593241552,SAMME.R,9.0,0.09910046601304985,435.0,most_frequent,3
0.989674593241552,SAMME.R,2.0,0.0643460742886964,313.0,most_frequent,3
0.9953066332916145,SAMME,6.0,0.21360532230463766,236.0,median,3
0.9918648310387985,SAMME.R,8.0,0.2255093540863682,354.0,most_frequent,3
0.994055068836045,SAMME.R,5.0,0.06087936590475825,497.0,most_frequent,3
0.9943679599499374,SAMME.R,3.0,0.7095368046711991,82.0,most_frequent,3
0.9934292866082604,SAMME.R,2.0,1.789894679424716,263.0,median,3
0.9924906132665832,SAMME,5.0,0.22487963731394642,125.0,most_frequent,3
0.940863579474343,SAMME.R,1.0,0.012825964915635908,497.0,median,3
0.9959324155193993,SAMME,10.0,0.5279022141440285,445.0,most_frequent,3
0.9968710888610763,SAMME,10.0,0.26089978770490874,127.0,median,3
0.9687108886107635,SAMME.R,1.0,0.4080850416471226,267.0,most_frequent,3
0.9965581977471839,SAMME.R,9.0,1.5009249317291802,394.0,mean,3
0.9949937421777222,SAMME.R,4.0,0.01178531992406424,454.0,median,3
0.9968710888610763,SAMME.R,6.0,0.7821696609830873,275.0,median,3
0.9796620775969963,SAMME,3.0,0.18855759129420477,338.0,mean,3
0.9890488110137672,SAMME,4.0,0.3049600004495728,98.0,most_frequent,3
0.994055068836045,SAMME.R,7.0,0.010896050156326003,373.0,mean,3
0.9959324155193993,SAMME,10.0,0.26789573299509856,393.0,mean,3
0.9949937421777222,SAMME.R,2.0,0.16835124259302275,265.0,most_frequent,3
0.9959324155193993,SAMME,10.0,0.5098941627961933,209.0,most_frequent,3
0.9968710888610763,SAMME.R,6.0,1.6102481288673054,443.0,mean,3
0.9443053817271589,SAMME.R,1.0,0.04619004612697641,397.0,mean,3
0.9915519399249061,SAMME.R,8.0,0.2623800085621663,366.0,median,3
0.9918648310387985,SAMME.R,8.0,0.03879390251306741,371.0,median,3
0.9962453066332917,SAMME.R,6.0,0.5016302265852454,300.0,most_frequent,3
0.9949937421777222,SAMME.R,6.0,0.10350262748123985,383.0,median,3
0.9962453066332917,SAMME.R,2.0,0.6251590716147857,208.0,mean,3
0.9899874843554443,SAMME.R,2.0,0.07219914926083333,321.0,median,3
0.9959324155193993,SAMME,7.0,0.9960240338503011,495.0,most_frequent,3
0.980287859824781,SAMME,6.0,0.013638204550446509,288.0,median,3
0.9899874843554443,SAMME.R,3.0,0.05928938556705721,85.0,mean,3
0.9956195244055068,SAMME,9.0,0.6547011727163087,384.0,median,3
0.9680851063829787,SAMME.R,1.0,0.9314921429437005,170.0,median,3
0.9903003754693367,SAMME.R,10.0,0.11171664528361257,446.0,mean,3
0.9962453066332917,SAMME,10.0,0.012484986998394747,119.0,median,3
0.98811013767209,SAMME,4.0,0.23987014976705356,107.0,median,3
0.9965581977471839,SAMME,4.0,1.2545666026037177,299.0,most_frequent,3
0.9796620775969963,SAMME.R,2.0,0.03043142196190968,362.0,mean,3
0.9968710888610763,SAMME,8.0,0.06436308392295802,109.0,mean,3
0.9784105131414268,SAMME,3.0,0.17736695493985655,342.0,most_frequent,3
0.9968710888610763,SAMME.R,7.0,1.690627451314201,494.0,median,3
0.9962453066332917,SAMME,7.0,1.11617061872619,481.0,median,3
0.9962453066332917,SAMME,5.0,0.7696661235535749,109.0,mean,3
0.9968710888610763,SAMME,9.0,0.05638487095966293,459.0,mean,3
0.9956195244055068,SAMME.R,6.0,0.010380973407901471,97.0,median,3
0.9937421777221528,SAMME.R,8.0,0.4552474553761636,174.0,median,3
0.9931163954943679,SAMME.R,8.0,0.08455438520604128,86.0,most_frequent,3
0.992177722152691,SAMME,6.0,0.038327348549405164,339.0,mean,3
0.9949937421777222,SAMME.R,8.0,0.016880021597982624,359.0,most_frequent,3
0.9946808510638298,SAMME,5.0,1.889944512364275,128.0,median,3
0.9943679599499374,SAMME,9.0,1.6239606561963498,110.0,median,3
0.9915519399249061,SAMME,5.0,0.11397933292185519,155.0,median,3
0.9443053817271589,SAMME,2.0,0.03693078502941886,263.0,mean,3
0.983729662077597,SAMME,2.0,1.3495437535734163,281.0,median,3
0.9968710888610763,SAMME,9.0,0.06470021941148539,406.0,median,3
0.9924906132665832,SAMME,7.0,0.03437072062622476,270.0,most_frequent,3
0.9436795994993742,SAMME,4.0,0.01266470363268537,427.0,median,3
0.9953066332916145,SAMME,5.0,0.11584477147128096,444.0,mean,3
0.977784730913642,SAMME,3.0,0.3450131850894228,123.0,mean,3
0.9928035043804756,SAMME.R,10.0,0.09245972252885593,124.0,most_frequent,3
0.9931163954943679,SAMME,7.0,0.037090334287798975,333.0,median,3
0.9953066332916145,SAMME.R,2.0,0.9019875729159562,348.0,mean,3
0.9959324155193993,SAMME.R,4.0,0.17196804792629447,347.0,most_frequent,3
0.9962453066332917,SAMME.R,9.0,1.4779385393549012,369.0,most_frequent,3
0.9909261576971214,SAMME,6.0,0.0400953772475033,285.0,mean,3
0.9971839799749687,SAMME,9.0,0.13121968082045643,102.0,mean,3
0.9887359198998749,SAMME,3.0,0.6373429549379077,439.0,median,3
0.954630788485607,SAMME,5.0,0.012664843557517711,151.0,most_frequent,3
0.9696495619524406,SAMME,2.0,0.7649286797985705,480.0,mean,3
0.9918648310387985,SAMME.R,8.0,0.11146703104397032,470.0,mean,3
0.9806007509386734,SAMME,3.0,0.18165052516186117,430.0,median,3
0.9962453066332917,SAMME,4.0,0.7988565007456857,454.0,median,3
0.9665206508135169,SAMME.R,1.0,1.3418742137044035,397.0,median,3
0.9968710888610763,SAMME,8.0,0.24001938899598513,104.0,most_frequent,3
0.9943679599499374,SAMME.R,5.0,0.27672812493254667,243.0,most_frequent,3
0.9937421777221528,SAMME.R,6.0,0.1063522107204094,400.0,median,3
0.9903003754693367,SAMME,7.0,0.0186506359738932,273.0,most_frequent,3
0.946808510638298,SAMME.R,1.0,0.11252805800613669,171.0,most_frequent,3
0.9962453066332917,SAMME,9.0,0.1184696033007528,471.0,mean,3
0.9586983729662077,SAMME,6.0,0.011353669038777313,50.0,most_frequent,3
0.9042553191489361,SAMME,3.0,0.010283481438974172,86.0,mean,3
0.9665206508135169,SAMME,5.0,0.026071434949700503,220.0,mean,3
0.9965581977471839,SAMME,7.0,1.0042858309687102,451.0,median,3
0.968397997496871,SAMME,2.0,0.9519122917867585,152.0,median,3
0.9962453066332917,SAMME,10.0,1.1089970597105485,82.0,most_frequent,3
0.9765331664580726,SAMME,3.0,0.09000347321615053,492.0,mean,3
0.940863579474343,SAMME.R,1.0,0.04967136819515512,125.0,most_frequent,3
0.9949937421777222,SAMME.R,7.0,0.02302815451367036,116.0,median,3
0.9740300375469337,SAMME.R,3.0,0.013308766927927073,163.0,most_frequent,3
0.9693366708385481,SAMME,5.0,0.021703815660701734,264.0,most_frequent,3
0.940863579474343,SAMME,2.0,0.01833841027662467,428.0,median,3
0.9962453066332917,SAMME.R,4.0,0.423846202938114,145.0,most_frequent,3
0.9962453066332917,SAMME,8.0,0.03337763038563988,247.0,median,3
0.9946808510638298,SAMME,6.0,1.843315372231832,112.0,most_frequent,3
0.9602628285356696,SAMME.R,1.0,0.22777882442121078,243.0,mean,3
0.9903003754693367,SAMME,6.0,0.03311643280686705,275.0,median,3
0.9934292866082604,SAMME.R,10.0,0.014121953005537796,422.0,most_frequent,3
0.940863579474343,SAMME.R,1.0,0.0185212269180433,305.0,mean,3
0.9956195244055068,SAMME,6.0,0.04758651384005719,349.0,median,3
0.9042553191489361,SAMME,1.0,0.02580264038755797,267.0,median,3
0.9965581977471839,SAMME,8.0,0.8418887452927917,85.0,mean,3
0.9674593241551941,SAMME.R,1.0,0.700826205264973,106.0,median,3
0.9949937421777222,SAMME,5.0,0.09443940353939623,408.0,most_frequent,3
0.9959324155193993,SAMME,9.0,0.027028303509323445,223.0,mean,3
0.9965581977471839,SAMME.R,10.0,1.1605267012440155,426.0,mean,3
0.968397997496871,SAMME.R,1.0,0.8014349797222012,157.0,most_frequent,3
0.9949937421777222,SAMME.R,10.0,0.011879192913338192,385.0,most_frequent,3
0.9042553191489361,SAMME,2.0,0.056609120039584675,53.0,mean,3
0.9934292866082604,SAMME,3.0,1.5928404849805302,391.0,median,3
0.9959324155193993,SAMME,7.0,0.33530809175133724,113.0,median,3
0.9705882352941176,SAMME,5.0,0.023426633783991263,355.0,most_frequent,3
0.9946808510638298,SAMME,5.0,0.1650680846249806,294.0,mean,3
0.9959324155193993,SAMME.R,4.0,0.3960390183644589,472.0,median,3
0.9959324155193993,SAMME.R,3.0,0.2566230363902729,111.0,median,3
0.9042553191489361,SAMME.R,1.0,0.025958555917767395,59.0,mean,3
0.992177722152691,SAMME.R,9.0,0.09019685247638452,235.0,most_frequent,3
0.9965581977471839,SAMME,10.0,0.01707747524579794,230.0,most_frequent,3
0.9953066332916145,SAMME.R,2.0,0.7537429493888538,250.0,median,3
0.9918648310387985,SAMME.R,9.0,0.22175525365111518,239.0,most_frequent,3
0.9924906132665832,SAMME.R,9.0,0.028858882433342344,429.0,most_frequent,3
0.9946808510638298,SAMME.R,6.0,0.012468589193943532,373.0,mean,3
0.9865456821026283,SAMME,4.0,0.1140213635224604,244.0,mean,3
0.9949937421777222,SAMME.R,2.0,1.6949667232118066,298.0,mean,3
0.9612015018773467,SAMME,3.0,0.1331048461092665,105.0,median,3
0.9877972465581978,SAMME,4.0,0.22456406636679802,128.0,median,3
0.9646433041301627,SAMME,3.0,0.062573117387768,258.0,mean,3
0.9033166458072591,SAMME,1.0,0.5240870429204767,131.0,median,3
0.9962453066332917,SAMME,10.0,0.01463987301277787,104.0,median,3
0.9937421777221528,SAMME.R,6.0,0.09183271129555022,487.0,most_frequent,3
0.9959324155193993,SAMME,10.0,0.13216077458876585,343.0,median,3
0.9956195244055068,SAMME,4.0,1.1193863326837963,352.0,most_frequent,3
0.9956195244055068,SAMME,5.0,0.33743062373076166,228.0,median,3
0.9959324155193993,SAMME.R,4.0,0.05412886427417858,391.0,mean,3
0.9909261576971214,SAMME.R,8.0,0.1841239160955215,168.0,most_frequent,3
0.9430538172715894,SAMME,4.0,0.02351781323373377,171.0,median,3
0.9946808510638298,SAMME.R,3.0,0.029893765761015434,280.0,most_frequent,3
0.9965581977471839,SAMME,10.0,0.18416444152642772,462.0,most_frequent,3
0.9934292866082604,SAMME,6.0,0.04634925543315842,307.0,mean,3
0.8482478097622028,SAMME,1.0,0.192651009134867,331.0,median,3
0.9931163954943679,SAMME.R,6.0,0.3587068104505921,496.0,median,3
0.9949937421777222,SAMME.R,2.0,0.13602389560031633,395.0,median,3
0.9953066332916145,SAMME.R,3.0,0.04727643455017224,195.0,mean,3
0.9042553191489361,SAMME,1.0,0.033860996289292525,61.0,most_frequent,3
0.9042553191489361,SAMME,1.0,0.02569541182726563,397.0,most_frequent,3
0.9624530663329162,SAMME,5.0,0.014683709553612381,318.0,mean,3
0.9959324155193993,SAMME.R,4.0,0.1151901292380651,496.0,median,3
0.9956195244055068,SAMME.R,6.0,0.07067351760915577,134.0,median,3
0.9633917396745934,SAMME,6.0,0.01072367045788741,267.0,median,3
0.9852941176470589,SAMME.R,2.0,0.11185549360616613,107.0,mean,3
0.9042553191489361,SAMME,1.0,0.017475715712468712,438.0,mean,3
0.9937421777221528,SAMME.R,5.0,0.12712992881782356,215.0,most_frequent,3
0.9887359198998749,SAMME.R,3.0,0.024801577520597428,159.0,most_frequent,3
0.9959324155193993,SAMME,9.0,1.4838293577553885,338.0,most_frequent,3
0.9959324155193993,SAMME,9.0,0.9238471512792228,92.0,median,3
0.9859198998748435,SAMME,6.0,0.025234288433584436,259.0,mean,3
0.9956195244055068,SAMME.R,5.0,0.46988531443248527,274.0,median,3
0.9946808510638298,SAMME,5.0,0.14495648190446736,275.0,mean,3
0.9937421777221528,SAMME.R,8.0,0.020436186978267483,367.0,median,3
0.9943679599499374,SAMME.R,7.0,0.015887725695742386,266.0,most_frequent,3
0.9765331664580726,SAMME,3.0,0.13369393242677594,307.0,mean,3
0.9934292866082604,SAMME.R,5.0,1.882390331271376,132.0,most_frequent,3
0.9690237797246559,SAMME.R,1.0,0.8788291823201909,120.0,most_frequent,3
0.9956195244055068,SAMME.R,5.0,0.02044196595145663,441.0,most_frequent,3
0.9959324155193993,SAMME.R,6.0,1.252458739344966,140.0,most_frequent,3
0.9912390488110138,SAMME,4.0,0.110243966088771,434.0,median,3
0.9949937421777222,SAMME.R,3.0,0.20822884572065548,262.0,median,3
0.9946808510638298,SAMME.R,10.0,1.6492000308890533,186.0,most_frequent,3
0.9968710888610763,SAMME.R,2.0,0.5657389469891831,268.0,mean,3
0.9934292866082604,SAMME.R,5.0,0.01287926521671314,68.0,median,3
0.989674593241552,SAMME.R,10.0,0.07369340628822882,414.0,mean,3
0.9943679599499374,SAMME,8.0,0.031400604701931664,259.0,median,3
0.994055068836045,SAMME.R,3.0,0.01932946277672804,445.0,median,3
0.9965581977471839,SAMME.R,5.0,0.08230046353272509,75.0,mean,3
0.9727784730913642,SAMME,6.0,0.020887939439697342,135.0,most_frequent,3
0.9959324155193993,SAMME.R,5.0,0.032078248387967634,160.0,most_frequent,3
0.9959324155193993,SAMME.R,5.0,0.03310482605503851,497.0,mean,3
0.9865456821026283,SAMME.R,3.0,0.01976360180344619,220.0,most_frequent,3
0.9959324155193993,SAMME.R,3.0,0.07985378073036187,215.0,most_frequent,3
0.9965581977471839,SAMME,10.0,0.013942436440519625,394.0,mean,3
0.990613266583229,SAMME.R,9.0,0.04826476996015674,480.0,most_frequent,3
0.9962453066332917,SAMME,9.0,0.07930392591035054,160.0,mean,3
0.9943679599499374,SAMME.R,8.0,0.02900149318280186,224.0,median,3
0.989674593241552,SAMME,3.0,0.9528065663081077,298.0,most_frequent,3
0.9953066332916145,SAMME.R,5.0,0.0403354067127425,473.0,median,3
0.9962453066332917,SAMME,9.0,0.07709775178801911,285.0,most_frequent,3
0.9974968710888611,SAMME.R,4.0,1.6259895347105222,312.0,median,3
0.9924906132665832,SAMME,5.0,0.08086124314545548,352.0,most_frequent,3
0.9956195244055068,SAMME,9.0,1.0884637519110467,336.0,median,3
0.9962453066332917,SAMME,8.0,0.764761684842565,314.0,most_frequent,3
0.7762828535669587,SAMME,1.0,1.7475892318958635,210.0,most_frequent,3
0.9912390488110138,SAMME.R,7.0,0.15240555233183345,446.0,mean,3
0.9934292866082604,SAMME.R,6.0,0.19491491359149155,339.0,mean,3
0.9965581977471839,SAMME.R,8.0,1.3347734362350294,477.0,median,3
0.9042553191489361,SAMME.R,1.0,0.02696079528300855,61.0,median,3
0.9934292866082604,SAMME.R,7.0,0.01838505917608217,314.0,most_frequent,3
0.940863579474343,SAMME.R,2.0,0.011255550973941295,132.0,most_frequent,3
0.9962453066332917,SAMME.R,10.0,1.0040273352857714,50.0,most_frequent,3
0.9909261576971214,SAMME.R,8.0,0.10319133030536846,309.0,mean,3
0.9912390488110138,SAMME,3.0,1.8862175305301854,262.0,mean,3
0.8363579474342928,SAMME,1.0,0.030095208164935154,429.0,median,3
0.9042553191489361,SAMME.R,1.0,0.013234297940627176,227.0,median,3
0.9946808510638298,SAMME.R,3.0,0.19562781307286006,430.0,median,3
0.9899874843554443,SAMME,5.0,0.032724098348826676,423.0,mean,3
0.9937421777221528,SAMME.R,6.0,0.034777372660697775,311.0,most_frequent,3
0.9959324155193993,SAMME.R,4.0,0.4783625979157365,205.0,mean,3
0.9962453066332917,SAMME,6.0,0.3717098272407505,162.0,mean,3
0.9946808510638298,SAMME,8.0,1.8794685999263487,193.0,median,3
0.9953066332916145,SAMME,6.0,0.10903799975890209,402.0,mean,3
0.9937421777221528,SAMME.R,6.0,0.26750637872318683,299.0,mean,3
0.9959324155193993,SAMME,6.0,0.12662733703836795,496.0,median,3
0.9962453066332917,SAMME.R,5.0,0.5026550610418106,198.0,most_frequent,3
0.9483729662077597,SAMME.R,2.0,0.01201973779617573,261.0,most_frequent,3
0.9956195244055068,SAMME.R,5.0,0.09798419332146496,161.0,most_frequent,3
0.9949937421777222,SAMME.R,9.0,0.7798030926685469,281.0,most_frequent,3
0.9953066332916145,SAMME.R,5.0,0.01181074964117118,272.0,median,3
0.9962453066332917,SAMME,10.0,0.036268357443447724,202.0,median,3
0.9831038798498123,SAMME.R,2.0,0.06711561716037964,183.0,median,3
0.9924906132665832,SAMME.R,9.0,0.2173353731724041,88.0,most_frequent,3
0.9949937421777222,SAMME.R,9.0,0.01019939449964368,376.0,median,3
0.9953066332916145,SAMME.R,2.0,0.9070677401840584,285.0,most_frequent,3
0.9918648310387985,SAMME.R,10.0,0.1530830085856046,485.0,most_frequent,3
0.853566958698373,SAMME,1.0,0.049093791891523166,258.0,mean,3
0.9946808510638298,SAMME.R,7.0,0.6295269857676137,86.0,most_frequent,3
0.9962453066332917,SAMME.R,3.0,0.3283672965907251,66.0,median,3
0.9505632040050063,SAMME,2.0,0.0246143544191979,428.0,median,3
0.994055068836045,SAMME.R,9.0,0.12288145543352037,77.0,mean,3
0.940863579474343,SAMME,2.0,0.1006223826260398,55.0,mean,3
0.8541927409261576,SAMME,1.0,0.25602955042942704,165.0,median,3
0.9949937421777222,SAMME.R,8.0,0.372401362979025,114.0,median,3
0.9737171464330413,SAMME,4.0,0.1017782462135055,147.0,most_frequent,3
0.9956195244055068,SAMME,6.0,0.6292236048445916,462.0,most_frequent,3
0.940863579474343,SAMME.R,1.0,0.0112911084263929,449.0,median,3
0.9918648310387985,SAMME.R,7.0,0.0994025842716151,166.0,median,3
0.9949937421777222,SAMME.R,4.0,0.3430927255846244,496.0,most_frequent,3
0.9752816020025031,SAMME,3.0,0.1083902722223581,383.0,most_frequent,3
0.9924906132665832,SAMME.R,7.0,0.11011359706964487,87.0,median,3
0.9956195244055068,SAMME,3.0,1.8325166528554644,448.0,most_frequent,3
0.9796620775969963,SAMME,7.0,0.010313782810852407,175.0,most_frequent,3
0.9974968710888611,SAMME.R,7.0,1.5940294909769086,159.0,most_frequent,3
0.9959324155193993,SAMME,8.0,0.6382232852082853,434.0,most_frequent,3
0.9956195244055068,SAMME.R,5.0,0.28193947330491775,61.0,median,3
0.9956195244055068,SAMME.R,4.0,0.8183075935447501,367.0,median,3
0.9953066332916145,SAMME.R,3.0,0.48801710254206776,198.0,most_frequent,3
0.9915519399249061,SAMME.R,7.0,0.06745968768548256,484.0,median,3
0.9734042553191489,SAMME,3.0,0.12725682190804147,259.0,mean,3
0.9946808510638298,SAMME.R,8.0,0.689143464558073,104.0,mean,3
0.9042553191489361,SAMME,2.0,0.020524814795654385,190.0,median,3
0.9740300375469337,SAMME,2.0,0.2112743446512728,379.0,mean,3
0.9928035043804756,SAMME.R,8.0,0.10184392032866972,120.0,median,3
0.940863579474343,SAMME,4.0,0.011332552672710274,134.0,mean,3
0.9953066332916145,SAMME.R,10.0,0.011450747100568554,330.0,mean,3
0.9677722152690863,SAMME,4.0,0.08450791402485983,152.0,mean,3
0.9953066332916145,SAMME.R,10.0,1.0256133658049218,310.0,most_frequent,3
0.9962453066332917,SAMME.R,5.0,0.05628671273279598,325.0,mean,3
